Message,Prediction,Topic
"

In article <1993Apr26.120417.22328@linus.mitre.org> gpivar@mitre.org(The Pancake Emporium) writes:
>In article <1993Apr22.211005.21578@scorch.apana.org.au>, bill@scorch.apana.org.au (Bill Dowding) writes:
>|> todamhyp@charles.unlv.edu (Brian M. Huey) writes:
>|> 
>|> >I think that's the correct spelling..
>|> >	I am looking for any information/supplies that will allow
>|> >do-it-yourselfers to take Krillean Pictures. I'm thinking
>|> >that education suppliers for schools might have a appartus for
>|> >sale, but I don't know any of the companies. Any info is greatly
>|> >appreciated.
>|> 
>|> Krillean photography involves taking pictures of minute decapods resident in 
>|> the seas surrounding the antarctic. Or pictures taken by them, perhaps.
>|> 
>|> Bill from oz
>|> 
>
>
>Bill,
>No flame intended but you're way, way off base. In simple terms Kirilian
>photography registers the electromagnetical fields around objects, in simple,
>it takes pictures of your aura.
>|> 
>
>-- 
>Greg 
>
You're confused.  You are talking about KIRILIAN photography.

Bill is talking KRILLEAN photography.


-- 
  |   tad@ssc.com  (if it bounces, use 3288544@mcimail.com)   |
  |   Tad Cook     |  Packet Amateur Radio:  |  Home Phone:   |
  |   Seattle, WA  |  KT7H @ N7DUO.WA.USA.NA |  206-527-4089  |

",M,M
"

Great, the first advantage of cheap coax, I've ever heard.

Cheers   Robert  (HB9NBY)

--
Robert Ganter			/------------\
Universitaet Basel		| I am a fan |
Institut fuer Informatik	| of my plan |
Basel/Switzerland		\------------/
ganter@ifi.unibas.ch
amateurradio: HB9NBY	packet: HB9NBY@HB9EAS.CHE.EU
",E,E
"
Distribution: world
Message-ID: <werner-010593220728@tol7mac19.soe.berkeley.edu>
References: <736250544snx@penguin.equinox.gen.nz>
NNTP-Posting-Host: tol7mac19.soe.berkeley.edu

In article <736250544snx@penguin.equinox.gen.nz>,
blubird@penguin.equinox.gen.nz (Gordon Taylor) wrote:

> The Prozac gave very bad anxiety/jitters and insomina, it was impossible to 
> sit still for more than a minute or so.

I tried Prozac a few months ago, and had some insomnia from it, but no
anxiety or jitters.  I probably could have lived with the insomnia if the
Prozac had done any good, but it only provided a tiny benefit.  Maybe
because the person who prescribed it didn't know much and gave up after a
20mg dose didn't work.

Now I'm seeing a psychiatrist who has put me on Zoloft (another serotonin
reuptake inhibitor like Prozac).  One pill/day (50mg) seemed to help some. 
Now I'm trying 100mg/day.  Zoloft has fewer and milder side effects than
Prozac.  I think my doctor said that only 4% of the people taking Zoloft
have to discontinue it because of side effects.  The only problem I'm
having is some minor GI distress, but nothing too annoying.  Hopefully the
Zoloft will work.  Maybe your friend should try this one next.

My psychiatrist's strategy seems to be to first try one of the serotonin
drugs, usually Prozac.  If that works, great.  If it works but has too many
side effects, try Zoloft or maybe Paxil.  If the serotonin drugs don't work
at all, try one of the tricyclics like desipramine.

>...suggestions as to the next step?

Having a doctor who knows something about antidepressants can make a big
difference.  My psychiatrist claims that most GPs and FPs don't have much
experience in this area, and from what I've seen I'm inclined to believe
him.  I think I know more about antidepressants than the people at my
family practitioner's office.

Disclaimer: I'm not a doctor; what I know about this comes from talking to
my psychiatrist and reading sci.med.  

--
John Werner                          werner@soe.berkeley.edu
UC Berkeley School of Education      510-596-5868
",M,M
"

I want to convert a 500 Volt sinewave with frequency between 1 kHz
and 10 kHz, to a 10 Volt sinewave with the same frequency, by
means of a transformer. The secondary current will be .6 A (600 mA).

What kind of transformer should I use (ferrite?)
Can I buy one? If so, I need a partnumber and supplier
If I cannot buy one, how do I go about winding one myself?
What core do I use, how big must it be in order not to saturate,
what thickness copper wire, how many turns, etc.?

I know little about analog electronics, so I hope some kind
soul here will help me out.
Pointers to relevant databooks will also be highly appreciated.

Thanks,

Mark de Rooi
rooi@tpd.tno.nl
",E,E
"

In article <C5JoDH.9IG@news.Hawaii.Edu> lady@uhunix.uhcc.Hawaii.Edu (Lee Lady) writes:
>
>Furthermore, the big bucks approach to science promotes what I think is
>one of the most significant errors in science:  choosing to investigate
>questions because they can be readily handled by the currently
>fashionable methodology (or because one can readily get institutional
>or corporate sponsorship for them) instead of directing attention to
>those questions which seem to have fundamental significance.

Shades of James Watson!  That's exactly the way many workers have described
their misgivings about the Human Genome Project.  If you take a rigid 
definition of scientific research, the mere accumulation of data is not 
doing science.  One of the early arguments against the project were that the 
resources would be better used to focus on specific genetics-related 
problems rather than just going off and collecting maps and sequence.  
The project can't be so narrowly defined or easily described now though.
",E,M
"

The pricing of parts reminds me of something a chemist once said to me:

""A gram of this dye costs a dollar.
It comes out of a liter jar which also costs a dollar.
And if you want a whole barrel of it, that also costs a dollar.""

I.e., they charge you almost exclusively for packaging it and delivering
it to you -- the chemical itself (in that particular case) was a byproduct
that cost almost nothing intrinsically.

-- 
:-  Michael A. Covington, Associate Research Scientist        :    *****
:-  Artificial Intelligence Programs      mcovingt@ai.uga.edu :  *********
:-  The University of Georgia              phone 706 542-0358 :   *  *  *
:-  Athens, Georgia 30602-7415 U.S.A.     amateur radio N4TMI :  ** *** **  <><
",E,E
"

I repair a lot of monitors here, and I'd like to know where I can get a
pattern generator (or a circuit for one) that will provide MDA, EGA and VGA
signals. Using a whole PC to do this takes up too much space on my bench, and
is somewhat less than portable. I guess I could sit down and design something,
but I don't have the time right now - any (reasonable) suggestions would be
appreciated.

TNX

TG
-- 
Tony Grimwood, ZL1TTG			""Make no friendship with an elephant
Biomedical Engineering Services		 keeper, unless you have room to
University of Auckland			 entertain an elephant.""
Auckland, New Zealand		       		 == Saadi of Shiraz ==
",E,E
"

It would be nice to think that individuals can somehow 'beat the system'
and like a space explorer, boldly go where no man has gone before and
return with a prize cure. Unfortunately, too often the prize is limited
and the efficacy of the 'cure' questionable when applied to all
sufferers.

This applies to both medical researchers and non-medical individuals.
Just because it appears in an obscure journal and may be of some use
does not make the next cure-all. What about the dozens of individuals
who have courageously participated in clinical trials? Did they have any
guarentee of cures? Are they any less because they didn't trumpet their
story all over the world?

As a parting note, wasn't there some studies done on Gingko seeds for
Meniere's? (To the original poster : what about trying for a trial of
that? It's probably not a final answer but it certainly may alleviate
some of the discomfort. And you'd be helping answer the question for
future sufferers.)

gervais

",E,M
"

Thanks for the resposes as they were all good ideas and I am looking at using a
couple of the ideas. I recieved in the mail today the spec sheets on the mil.
spec version of Exar's XR-2240 timer/counter chip. It is stable down to -50 C
and sucks very little power. They show an application for a ultra-long time
delay (up to several years depending on the RC time constant). In this
application, they have two of them cascaded together. The reset and trigger
pins of both chips are tied together and the timebase of the second chip is
disabled. In this configuration, the output is high when the system is reset.
When triggered, the output goes low and stays that way for a total of 65,536 x
the timing cycle of the first chip. The total timing cycle of the two chips can
be programmed from To = 256 x R x C to 65,536 x R x C in 256 steps by selecting
any combination of the counter outputs to the timer output. The beauty of it
is, the timebase chip would only have to have a 100uF timing cap and a 391K
resistor for 39.1 seconds per timing cycle. So I can get a maximum of
2,562,457.6 seconds between timing cycles (39.1 x 65,536 or about 29 days !)
Of course, that's much more than I need (14 days). But the counter allows for
256 binary steps that can be selected for the output for the 'pellet puker'.
After the first 14 days and it trips, it would reset its self for the next 14
day timing cycle and so forth.

Power is still a problem though. A few ideas that you suggested was to bury the
electronics in a hole dug in the snow (as an insulator) and put the pellet
puker up on a tower above the estimated snow fall with a solar panel on it to
keep a charge on a lithium battery pack. I like that idea ;-) This thing has to
work for at least six weeks for three samples and the gas valves are 12 volts
to spit the pellets out onto the snow. Anyway, I ordered the XR-2240's to see
what I can do with them. Should be interesting (as long as I'm not the one that
has to go digging up the pellets in the middle of Antartica freezing my buns
off ;-)

Thanks again everyone...

-=-= Wes =-=-
",E,E
"
NNTP-Posting-Host: fleming.caltech.edu

I was wondering if anyone knows of a chip that that is similar to
the internal timer 0 on the Intel 80C188?  I want a timer that has
a Maxcount A and B and the output should the same as Intel's timer.  I called
Intel and they told me that they don't make such a chip.  Any suggestions
are welcome.  Thanks in advance.

Rajan Ranga
E-mail: rajan@cco.caltech.edu
",E,E
"

zjoc01@hou.amoco.com (Jack O. Coats) writes:

>The same folks now have out LBL (Little Big Lan) for $75.  I think you
>get it for $50 if you already own $25 Network.  LBL works with Arcnet,
>parallel ports, and serial ports in any combination for up to 250 or so
>nodes.

    LBL now offers ethernet support also, although presently it is limited
to NE1000/NE2000 style boards.  LBL owners can get an update for $8.50.
-- 
Ray Berry kb7ht ray@ole.cdac.com  rjberry@eskimo.com  73407.3152@compuserve.com
",E,E
"

<lots of pretty good stuff about how the huge towers near most nuclear
power plants are there to cool the used steam back into near ambient
temperature water deleted>

>>water.  As I recall the water isn't as hot (thermodynamically) in many
>>fossil fuel plants, and of course there is less danger of radioactive
>>contamination.

>       Actually, fossil fuel plants run hotter than the usual 
>boiling-water reactor nuclear plants.  (There's a gripe in the industry
>that nuclear power uses 1900 vintage steam technology).  So it's
>more important in nuclear plants to get the cold end of the system
>as cold as possible.  Hence big cooling towers.  

    as a point of info, some of the early nuclear power plants in this
country used the fission pile as a first stage to get the water hot, and
then had a second stage -fossil fuel- step to get the water (actually
steam) VERY HOT.

   I remember seeing this at Con Edison's Indian Point #1 power plant,
which is about 30 miles north of NYC, and built more or less 1958.


dannyb@panix.com

(all the usual disclaimers apply, whatever they may be)

",E,E
"
Message-ID: <1rhb58$9cf@hsdndev.harvard.edu>
References: <1993Apr23.180430.1@vms.ocom.okstate.edu> <1rgo4b$et4@hsdndev.harvard.edu> <1993Apr26.103242.1@vms.ocom.okstate.edu>
NNTP-Posting-Host: enterprise.bih.harvard.edu

In article <1993Apr26.103242.1@vms.ocom.okstate.edu>
 banschbach@vms.ocom.okstate.edu writes:
>are in a different class.  The big question seems to be is it reasonable to 
>use them in patients with GI distress or sinus problems that *could* be due 
>to candida blooms following the use of broad-spectrum antibiotics?

I guess I'm still not clear on what the term ""candida bloom"" means,
but certainly it is well known that thrush (superficial candidal
infections on mucous membranes) can occur after antibiotic use.
This has nothing to do with systemic yeast syndrome, the ""quack""
diagnosis that has been being discussed.


>found in the sinus mucus membranes than is candida.  Women have been known 
>for a very long time to suffer from candida blooms in the vagina and a 
>women is lucky to find a physician who is willing to treat the cause and 
>not give give her advise to use the OTC anti-fungal creams.

Lucky how?  Since a recent article (randomized controlled trial) of
oral yogurt on reducing vaginal candidiasis, I've mentioned to a 
number of patients with frequent vaginal yeast infections that they
could try eating 6 ounces of yogurt daily.  It turns out most would
rather just use anti-fungal creams when they get yeast infections.

>yogurt dangerous).  If this were a standard part of medical practice, as 
>Gordon R. says it is, then the incidence of GI distress and vaginal yeast 
>infections should decline.

Again, this just isn't what the systemic yeast syndrome is about, and
has nothing to do with the quack therapies that were being discussed.
There is some evidence that attempts to reinoculate the GI tract with
bacteria after antibiotic therapy don't seem to be very helpful in
reducing diarrhea, but I don't think anyone would view this as a
quack therapy.
-- 
David Rind
rind@enterprise.bih.harvard.edu
",M,M
"

In article <1rjpu7INNmij@shelley.u.washington.edu>, kryan@stein.u.washington.edu (Kerry Ryan) writes...
> 
>Hello, a friend is under going kemotherapy(sp?) for breast cancer. I'm
>trying to learn what I can about it. Any info would be appreciated.
>Thanks.

You've asked a toughie of a question.  There are many different drugs which
are used for chemotherapy.

The overall purpose of chemotherapy (don't worry about the spelling.  Some of
these crazy medical words are impossible to spell! :-) is to either destroy
cancer cells or to keep them from growing.  Different drugs have different
effects on cancer cells, and therefore, it is not uncommon to use more than
one drug at a time.

Some chemotherapeutic drugs are effective anytime during the growth cycle
of a cell.  Others work only at specific times during the cell cycle.

The first phase of the cell cycle is G1; it is when the protein synthesis
and RNA systhesis occurs.  In the second phase, S, synthesis of DNA occurs.
The third phase is G2; The DNA splits and RNA and protein are synthesized 
aagain.  In the fourth phase, M (or Mitosis), the cell may divide.

There are drugs which are effective in each phase.  Some stop DNA synthesis.
Others stop the cell from dividing. Others wreck protein synthesis.
At any rate, the end result that is being sought is for the cancer cells
to stop growing.

If what you are seeking is ""practical"" advice, I apologize for rambling
on the techno stuff.  Some side effects are pretty common.  Chemo. drugs
are rather nasty.  It can cause a person to lose their appetite and to 
experience nausea and vomiting.  Things to help this include eating small
frequent meals.  It is also suggested that if nausea/vomiting (hereafter
known as n/v) occurs that the person notify the doctor; there are medicines
tthat help nausea.  Diarrhea can be an effect.  Antidiarrheal medications 
can be given, and good skincare and fluid intake are important.

Probably the one of biggest concsern is hair loss.  This does not always
happen.  It depends on what drugs are being given, and on the person 
themself.  Different people taking the same drug can and do have different
side effects.  I have seen some literature which states that wearing a snug
headband and/or wearing an ice cap can help reduce hair loss, presumably
by reducing blood flow to the scalp.  If anyone has seen research on this
too, I would love to see it, and possibly some bib data.

I highly recommend making contact with the American Cancer Society.
They have a vast selection of literature and information.  In addition,
if your friend has had a mastectomy, I highly recommend ""Reach for Recovery"".
It is a support group comprised entirely of women who have lost a breast 
because of cancer.  They can offer some excellent support and suggestions.

If you have further questions, please send me E-mail.  I hav some good
access to information, and I enjoy trying to help other people.

I wish the best to you and your friend.


",M,M
"

In article <1993Apr13.164924.2606@wuecl.wustl.edu> dp@cec1.wustl.edu (David Prutchi) writes:
>Can circuits found in electronics magazines (with no patent disclaimer)
>be used legally as subcircuits of a commercial unit ?

There are two issues here:  copyright and patent.

The magazine article's contents are copyrighted, and may not be reproduced,
translated, etc., without the copyright holder's permission.  However, this
does not cover the *ideas* expressed, only the form of expression.  Copying
their circuit diagram or PC-board pattern is copyright infringement.  But
it's unlikely that they could stretch copyright far enough to claim that
the circuit design itself is copyrighted.  So long as you draw your own
diagrams and lay out your own boards, copyright shouldn't be an issue.

Patents are different.  The author does *not* have to give you any warning
that the design is covered by patent (although it would be sensible for
him to do so).  In fact, it's possible that *he* was infringing on someone
else's patent without realizing it.  Ignorance of the patented status is
not a defence against infringement, although it might reduce the damages
a court would award.

However... unless there was something seriously novel about the circuit,
almost certainly it is ""obvious to one skilled in the art"" and therefore
unpatentable.  Routine engineering is not patentable; patents (in theory)
cover only inventions, ideas that are genuinely new.

Caution:  I am not a lawyer.  Consulting a professional would be wise if
significant amounts of money are at stake.
-- 
All work is one man's work.             | Henry Spencer @ U of Toronto Zoology
                    - Kipling           |  henry@zoo.toronto.edu  utzoo!henry
",E,E
"
Message-ID: <kft0iiC00YUnQ7wWEa@andrew.cmu.edu>
NNTP-Posting-Host: andrew.cmu.edu

I've read that exercise makes the heart pump more blood at a stroke, and
that it also makes the heart pumb slower, in order to make up for the
greater volume. My Internist, who diagnosed my AV block, slow heart rate
and PVC's, told me something different. She says that heart rate is
associated with the electrical properties of the hear muscle, not its
size. Exercise lowers heart rate and increases stroke volume, but the
effects are unrelated except for their common source. The AV block, she
asserts, is another electrical effect, which is irreversable - even when
exercise is dicontinued. PVC's are also common in runners. 

So my EKG puts me in a class with trained athletes and also with heart
patients. Isn't that strange, though? Are there any not-so-beneficial
aspects to athlete's heart? Is it all good?

Not worried, just curious,
-Larry C. 
",M,M
"


Radio Shack has canceled their ""Battery of the Month"" Club.  Does 
anyone know why?  

They say they'll honor existing cards in customer hands, but no new
cards will be issued.

Don Montgomery
donrm@sr.hp.com

",E,E
"
Sender: mossman@mania (Amy Mossman)
Distribution: world
Message-ID: <1qkdpk$5k6@agate.berkeley.edu>
References: <13APR199308003715@delphi.gsfc.nasa.gov> <1993Apr13.144340.3549@news.cs.brandeis.edu> <1993Apr14.012946.114440@zeus.calpoly.edu> <1993Apr14.122647.16364@tms390.micro.ti.com> <1993Apr15.135941.16105@lmpsbbs.comm.mot.com>
NNTP-Posting-Host: mania.cea.berkeley.edu

In article <1993Apr15.135941.16105@lmpsbbs.comm.mot.com>, dougb@comm.mot.com (Doug Bank) writes:
|> 
|> Here is another anecdotal story.  I am a picky eater and never wanted to 
|> try chinese food, however, I finally tried some in order to please a
|> girl I was seeing at the time.  I had never heard of Chinese restaurant
|> syndrome.  A group of us went to the restaurant and all shared 6 different
|> dishes.  It didn't taste great, but I decided it wasn't so bad.  We went
|> home and went to bed early.  I woke up at 2 AM and puked my guts outs.
|> I threw up for so long that (I'm not kidding) I pulled a muscle in
|> my tongue.  Dry heaves and everything.  No one else got sick, and I'm
|> not allergic to anything that I know of.  
|> 
|> Suffice to say that I wont go into a chinese restaurant unless I am 
|> physically threatened.  The smell of the food makes me ill (and that *is*
|> a psycholgical reaction).  When I have been dragged in to suffer
|> through beef and broccoli without any sauces, I insist on no MSG.  
|> I haven't gotten sick yet.
|> 
|> -- 

I had a similar reaction to Chinese food but came to a completly different
conclusion. I've eaten Chinese food for ages and never had problems. I went
with some Chinese Malaysian friends to a swanky Chinses rest. and they ordered
lots of stuff I had never seen before. The only thing I can remember of that
meal was the first course, scallops served in the shell with a soy-type sauce.
I thought, ""Well, I've only had scallops once and I was sick after but that
could have been a coincidence"". That night as I sat on the bathroom floor,
sweating and emptying my stomach the hard way, I decided I would never touch
another scallop. I may not be allergic but I don't want to take the chance.

Amy Mossman
",M,M
"

In article <1993Apr15.100452.16793@csx.cciw.ca>, u009@csx.cciw.ca (G. Stewart Beal) writes:
|> >	I was wondering if people had any good uses for old
|> >256k SIMMs.  I have a bunch of them for the Apple Mac
|> >and I know lots of other people do to.  I have tried to
|> >sell them but have gotten NO interest.

We use them as Christmas tree decorations, the cat doesn't eat these.

-- 

	...Wex
",E,E
"

In article <1qihcl$9ri@usenet.INS.CWRU.Edu> ae454@cleveland.Freenet.Edu (Paul Simundza) writes:
>
>
>anyone know of any good supplier's of chips, one that could have almost
>any chip i need? I don't want to hunt down all the chips I may need so
>it would be greatly appreciated if anyone knows of a good distributor
>..
>thankyou
>

Paul,

Unfortunately, there are not too many retail outlets that'll stock
just about every chip made.  The stuff they will stock are the ones
that'll sell, like standard DRAM's, 80386's, 68000's, etc,etc.
i.e.  I cna't think of any 'one-stop-shopping' store.

The closest you can get is to pick up a copy of Byte magazine or
the Circuit Cellar, Popular Electronics, and the like and flip
through them.

Distributors like Wyle Electronics, Hamilton Avnet, Pioneer Electronics,
etc, etc, don't normally deal with end-users like ourselves where
we only a couple of everything...they only deal with people who buy
by the hundreds or more.  Each distributor represents and sells a variety of
different non-competing manufacturers.  What do I mean by this?
Suppose ABC Electronics sells Intel 80386's.  It's a pretty good
bet that they won't be selling any of AMD's 386's, or vice-versa.
They also can obtain just about *any* chip you want from a manufacturer
they represent.

Who knows?  You might be lucky to be able to buy from one of them.
But I'd be suprised if you do.  ALso bear in mind that the 1 or 2
qty prices they will charge you will be *much* greater than what
a mail order outlet will charge.

My advice?  If you're gonna be designing anything, try to stick
with off-the-shelf stuff.  You're going to get stuck if you use
too many esoteric parts sooner or later.

good luck,

aaron

",E,E
"

I experienced a sudden numbness in my left arm this morning.  Just after
I completed my 4th set of deep squats.  Today was my weight training
day and I was just beginning my routine.  All of a sudden at the end of
the 4th set my arm felt like it had gone to sleep.  It was cold, turned pale,
and lost 60% of its strength.  The weight I used for squats wasn't that
heavy, I was working hard but not at 100% effort.  I waited for a few 
minutes, trying to shake the arm back to life and then continued with
chest exercises (flyes) with lighter dumbells than I normally use.  But
I dropped the left dumbell during the first set, and experienced continued
arm weakness into the second.  So I quit training and decided not to do my
usual hour on the ski machine either.  I'll take it easy for the rest of
the day.

My arm is *still* somewhat numb and significantly weaker than normal --
my hand still tingles a bit down to the thumb. Color has returned to normal
and it is no longer cold. 

Horrid thoughts of chunks of plaque blocking a major artery course through
my brain.  I'm 34, vegetarian, and pretty fit from my daily exercise
regimen.  So that can't be it.  Could a pinched nerve from the bar
cause these symptoms (I hope)?

Has this happened to anyone else?
Nothing like this has ever happened to me before.  Does it come with age?

Thanks,
Tom
-- 
Tom Molnar
Unix Systems Group, University of Toronto Computing & Communications.
",E,M
"

This request goes out to medical students who have done
or are planning to sit the USMLE (or National Boards) Part 1.

My wife is sitting this examination in early June this year and would
like to have a look at some old National Boards, Part 1 questions
found in the following books. These books are currently out of print.
 

The books are:

(1) Retired NBME Basic Medical Science Test Items, NBME;
    Published by NBME in 1991

(2) Self-test in the Part 1 Basic Medical Sciences, NBME;
    Published by NBME in 1989

I would appreciate if anyone who has these books is willing
to loan it to her for a couple of days. Obviously, I would
reimburse for you all postage and related charges. Failing
that it would be beneficial if anyone could point to any
library in the NY, NJ or PA area that may have these books.

Please respond by e-mail since I do not read this newsgroup
regularly.

Thanks in advance.


Daniel


e-mail: daniel@learning.siemens.com

",E,M
"

If anyone has any information on this deficiency I would very greatly
appreciate a response here or preferably by Email.  All I know at this
point is a deficiency can cause myoglobin to be released, and in times
of stress and high ambient temperature could cause renal failure.
x
",E,M
"

In article <C5qMJJ.yB@ampex.com> jag@ampex.com (Rayaz Jagani) writes:

>
>From Miranda Castro, _The Complete Homeopathy Handbook_,
>ISBN 0-312-06320-2, oringinally published in Britain in 1990.
>
>From Page 10,
>.. and in 1946, when the National Health Service was established,
>homeopathy was included as an officially approved method
>of treatment.

I was there in 1976.  I suppose it must have died out since 1946,
then.  Certainly I never heard of any homeopaths or herbalists in
the employ of the NHS.  Perhaps the law codified it but the authorities
refused to hire any homeopaths.  A similar law in the US allows
chiropractors to practice in VA hospitals but I've never seen one
there and I don't know of a single VA that has hired a chiropractor.
There are a lot of Britons on the net, so someone should be able to
tell us if the NHS provides homeopaths for you.


-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" 
----------------------------------------------------------------------------
",M,M
"

These circuits abound in most electronic project books.  If you're more
inclined to buy something, try Radio Shack.  I think they still have a
device that is designed to disconnect an answering machine when an
extension line is lifted.  It has LED indicators also. 

--kyler
",E,E
"

I have a stereo compressor-limiter by 
Audio Logic (Model MT-66).  The gates work,
but the compressor seems to be gone on one
channel, and very weak on the other.  

I'll probably need an ocsilloscope to trace it
down (no pun intended), but if any one with
experience with this type of equipment could
point me in a certain direction as to where the 
circuit is most likely to fail, I'd sure appreciate it.


-- 
Robert C. Stephens		rob@dexter.psych.umn.edu		

Human Factors Research Lab
University of Minnesota

",E,E
"
Nntp-Posting-Host: cimill

In article <734953838.AA00508@insane.apana.org.au>,
peter.m@insane.apana.org.au (Peter Tryndoch) writes...
>AllThe Devil ReincarnateSWR meter for CB radios
> 
>TD>From: ssave@ole.cdac.com (The Devil Reincarnate)
>TD>Organization: CDAC, WA
>TD>What
>TD>is a good choice for a CB? 1/4 or 1/8 wave?
>TD>  I read the installation instructions on a 1/4 wave antenna,
>TD>and they suggested that I use an SWR to tune it at channel 12
>TD>and channel 32 for a minimum reading.  Question is, why channel
>TD>12 and 32?

>The best antenna is one that will let out the most wave (probably not the 
>best explanation, but the rest makes sense) A one wave will cancell itself 
>out (BTW no such beastie).
	Yes there is.  Not common for CB.  The pattern is different (sort of
	a cloverleaf, with four main lobes.

> The best is a 1/2 wave antenna, followed by 1/4, then 1/8 etc.
	Use of anything under 1/4 wave for transmitting is very uncommon.  (The
	usual ""rubber duck"" uses a coil to fool itself into looking like a
	quarter wave.
	I reccomend the ARRL Antenna Handbook, or a good basic book.

thanks
dave pierson			|the facts, as accurately as i can manage,
Digital Equipment Corporation	|the opinions, my own.
40 Old Bolton Rd		|I am the NRA
Stow, Mass 01775 USA		|pierson@msd26.enet.dec.com
""He has read everything, and, to his credit, written nothing.""  A J Raffles
",E,E
"

Hi,
I've got a PACE MODEM , Series Four 2400s ( made in England by
PACE Micro Technology ) with a broken power supply .
So I'd like to know :

- the voltage and current values of the original 
  power supply PS1001.
- the pinout of the power supply connector.
- the pinout of the USER PORT and how to use it.

Many thanks in advance to all the people help me.
Please post the reply also to my e-mail..........

+--------------------------------------------------+
|                                                  |
|  Sender: Stefano Mora                            |
|  eMail : mora@verdi.eng.unipr.it                 |
|                                                  |
+--------------------------------------------------+
",E,E
"
X-Maildoor: WaflineMail 1.00r

{Kris Gleason} said
   ""Re: what to do with old 2""
      to <All> on 04-15-93  11:02
 KG> Yeah... keychains.  I have seen 64K simms with a silver 
 KG> keyring attached, big seller at the computer store.  I'm
 KG> sure you could find a bunch of geeks^H^H^H^H^H^H computer
 KG> science majors around that would buy them for $10.  Maybe
 KG> $15, if you're lucky.

    Untrue they would check JDR first and say 5.  That's how much
    they are worth AT MOST.  My guess is they are worth 1 buck
    a peice.

                Stephen Cyberman@Toz.Buffalo.NY.US
             Mangled on Sat  04-17-1993  at 20:26:37

... This tagline is a duplicate.   This tagline is a duplicate.
___ Blue Wave/QWK v2.12
                                                                     
",E,E
"
NNTP-Posting-Host: pixel.cellbio.mcw.edu
rganization: Medical College of Wisconsin


In article <C67G01.2J1@efi.com> alanm@efi.com (Alan Morgan) writes:
>In article <C65oIL.436@vuse.vanderbilt.edu> 
>  alex@vuse.vanderbilt.edu (Alexander P. Zijdenbos) writes:
>
>>I am neither a real believer, nor a disbeliever when it comes to
>>so-called ""paranormal"" stuff; but as far as I'm concerned, it is just
>>as likely as the existence of, for instance, a god, which seems to be
>>quite accepted in our societies - without any scientific basis.
>
>Oooooh.  Bad example.  I'm an atheist.
>
This is not flame, or abuse, nor do I want to start another thread (this
is, after all, supposed to be about IMAGE PROCESSING).

BUT, to say you're an atheist is to suggest you have PROOF there is NO GOD.
To be a politically-correct skeptic, better to go with agnostic, like me! :)
*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*==*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=
*Dr. Thomas Trusk                    *                              *
*Dept. of Cellular Biology & Anatomy * Email to ttrusk@its.mcw.edu  *
*Medical College of Wisconsin        *                              *
*Milwaukee, WI  53226                *                              *
*(414) 257-8504                      *                              *
*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*==*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=*=
",M,M
"
Message-ID: <1r9j33$4g8@hsdndev.harvard.edu>
References: <1993Apr22.153000.1@vms.ocom.okstate.edu>
NNTP-Posting-Host: enterprise.bih.harvard.edu

In article <1993Apr22.153000.1@vms.ocom.okstate.edu>
 banschbach@vms.ocom.okstate.edu writes:
>poster for being treated by a liscenced physician for a disease that did 
>not exist.  Calling this physician a quack was reprehensible Steve and I 
>see that you and some of the others are doing it here as well.  

Do you believe that any quacks exist?  How about quack diagnoses?  Is
being a ""licensed physician"" enough to guarantee that someone is not
a quack, or is it just that even if a licensed physician is a quack,
other people shouldn't say so?  Can you give an example of a
commonly diagnosed ailment that you think is a quack diagnosis,
or have we gotten to the point in civilization where we no longer
need to worry about unscrupulous ""healers"" taking advantage of
people.
-- 
David Rind
rind@enterprise.bih.harvard.edu
",M,M
"


I am interfacing some simple circuits that run on 9V to my
cpu board which runs at 5-6V.  The optoisolator is a 4N35.
On the led side, I put the signal I want through a 10k resistor
to the base of a 2N2222.  On the transistor side, I tie my
cpu input line to the collector which has a pull-up resistor
of 47k.

It functions OK, but seems VERY slow.  I can detect pulses
that occur at about 2kHz, but not much faster.  Isn't the
rise/fall time of this device, something like 5uS?  I should
be able to detect my target of 40kHz, but I can't get 16kHz.
This is done using wire-wrap and the wires going to the cpu
and to the test pin are about 8 inches long, but I'm not
doing anything high-speed.

In the Art of Electronics, it mentions tying the base of the
phototransistor to ground through a resistor to improve the
speed.  Is that what I need to do?  How do I calculate the
resistor value?


-- 

Paul Malenfant
pmalenfa @ kitkat.webo.dg.com (508-870-6460)
",E,E
